Country,Code,Year,Women Political Empowerment (Central Estimate),Electoral Democracy (Central Estimate),Region
World (population-weighted),,1789,0.09461963,0.044598665,World (population-weighted)
World (population-weighted),,1790,0.09414529,0.044847976,World (population-weighted)
World (population-weighted),,1791,0.094348066,0.04416829,World (population-weighted)
World (population-weighted),,1792,0.0944973,0.044548154,World (population-weighted)
World (population-weighted),,1793,0.09464529,0.044741184,World (population-weighted)
World (population-weighted),,1794,0.096059784,0.044946514,World (population-weighted)
World (population-weighted),,1795,0.09645881,0.043961428,World (population-weighted)
World (population-weighted),,1796,0.09446655,0.044325173,World (population-weighted)
World (population-weighted),,1797,0.094619475,0.04438845,World (population-weighted)
World (population-weighted),,1798,0.09477107,0.044784255,World (population-weighted)
World (population-weighted),,1799,0.09491502,0.04468921,World (population-weighted)
World (population-weighted),,1800,0.09604275,0.03999778,World (population-weighted)
World (population-weighted),,1801,0.09628726,0.040179025,World (population-weighted)
World (population-weighted),,1802,0.097681366,0.040437125,World (population-weighted)
World (population-weighted),,1803,0.09850208,0.040443957,World (population-weighted)
World (population-weighted),,1804,0.09881456,0.040444825,World (population-weighted)
World (population-weighted),,1805,0.09879279,0.040422004,World (population-weighted)
World (population-weighted),,1806,0.09877164,0.040492408,World (population-weighted)
World (population-weighted),,1807,0.09877666,0.04058297,World (population-weighted)
World (population-weighted),,1808,0.098757,0.04105141,World (population-weighted)
World (population-weighted),,1809,0.098761275,0.042354293,World (population-weighted)
World (population-weighted),,1810,0.098852314,0.042960178,World (population-weighted)
World (population-weighted),,1811,0.0981964,0.043195423,World (population-weighted)
World (population-weighted),,1812,0.096645705,0.043921996,World (population-weighted)
World (population-weighted),,1813,0.09817459,0.04309792,World (population-weighted)
World (population-weighted),,1814,0.09837385,0.041979365,World (population-weighted)
World (population-weighted),,1815,0.097649895,0.04577293,World (population-weighted)
World (population-weighted),,1816,0.09748926,0.04603253,World (population-weighted)
World (population-weighted),,1817,0.09794262,0.04634395,World (population-weighted)
World (population-weighted),,1818,0.09827623,0.046699077,World (population-weighted)
World (population-weighted),,1819,0.098161235,0.046489775,World (population-weighted)
World (population-weighted),,1820,0.09800273,0.047499534,World (population-weighted)
World (population-weighted),,1821,0.09885423,0.049647886,World (population-weighted)
World (population-weighted),,1822,0.09770379,0.049930785,World (population-weighted)
World (population-weighted),,1823,0.097377285,0.05046279,World (population-weighted)
World (population-weighted),,1824,0.09664891,0.048628673,World (population-weighted)
World (population-weighted),,1825,0.09657165,0.04920482,World (population-weighted)
World (population-weighted),,1826,0.09651183,0.050345175,World (population-weighted)
World (population-weighted),,1827,0.09605597,0.050396822,World (population-weighted)
World (population-weighted),,1828,0.09596647,0.05022872,World (population-weighted)
World (population-weighted),,1829,0.09583813,0.05025864,World (population-weighted)
World (population-weighted),,1830,0.09708275,0.052287713,World (population-weighted)
World (population-weighted),,1831,0.09567676,0.05395223,World (population-weighted)
World (population-weighted),,1832,0.09651828,0.05280704,World (population-weighted)
World (population-weighted),,1833,0.09692075,0.05313707,World (population-weighted)
World (population-weighted),,1834,0.09680891,0.053724304,World (population-weighted)
World (population-weighted),,1835,0.09676534,0.054188002,World (population-weighted)
World (population-weighted),,1836,0.09666686,0.055273715,World (population-weighted)
World (population-weighted),,1837,0.09654905,0.055440027,World (population-weighted)
World (population-weighted),,1838,0.09645556,0.056714993,World (population-weighted)
World (population-weighted),,1839,0.098760314,0.057750963,World (population-weighted)
World (population-weighted),,1840,0.09886556,0.058382098,World (population-weighted)
World (population-weighted),,1841,0.09875511,0.058385562,World (population-weighted)
World (population-weighted),,1842,0.09864622,0.058299348,World (population-weighted)
World (population-weighted),,1843,0.098001905,0.05887576,World (population-weighted)
World (population-weighted),,1844,0.0980034,0.059130017,World (population-weighted)
World (population-weighted),,1845,0.09789427,0.059270486,World (population-weighted)
World (population-weighted),,1846,0.097793065,0.05917283,World (population-weighted)
World (population-weighted),,1847,0.09768042,0.05956496,World (population-weighted)
World (population-weighted),,1848,0.093352504,0.07213455,World (population-weighted)
World (population-weighted),,1849,0.09322853,0.07788634,World (population-weighted)
World (population-weighted),,1850,0.092769526,0.07675631,World (population-weighted)
World (population-weighted),,1851,0.10667791,0.069928534,World (population-weighted)
World (population-weighted),,1852,0.09426416,0.06675072,World (population-weighted)
World (population-weighted),,1853,0.09400858,0.067293756,World (population-weighted)
World (population-weighted),,1854,0.093890704,0.067962065,World (population-weighted)
World (population-weighted),,1855,0.09481328,0.06891728,World (population-weighted)
World (population-weighted),,1856,0.09747997,0.06950016,World (population-weighted)
World (population-weighted),,1857,0.097392805,0.06990148,World (population-weighted)
World (population-weighted),,1858,0.100379385,0.06888374,World (population-weighted)
World (population-weighted),,1859,0.10027953,0.06965754,World (population-weighted)
World (population-weighted),,1860,0.101862386,0.07073072,World (population-weighted)
World (population-weighted),,1861,0.10041744,0.07324538,World (population-weighted)
World (population-weighted),,1862,0.0968228,0.073908776,World (population-weighted)
World (population-weighted),,1863,0.09825101,0.077045724,World (population-weighted)
World (population-weighted),,1864,0.098330066,0.0770254,World (population-weighted)
World (population-weighted),,1865,0.100282036,0.07871189,World (population-weighted)
World (population-weighted),,1866,0.09855704,0.08046087,World (population-weighted)
World (population-weighted),,1867,0.09528617,0.08393349,World (population-weighted)
World (population-weighted),,1900,0.18703866,0.12994604,World (population-weighted)
World (population-weighted),,1901,0.18817014,0.13092075,World (population-weighted)
World (population-weighted),,1902,0.18906094,0.1324257,World (population-weighted)
World (population-weighted),,1903,0.1894149,0.13308063,World (population-weighted)
World (population-weighted),,1904,0.18982328,0.13369493,World (population-weighted)
World (population-weighted),,1905,0.19101137,0.13489097,World (population-weighted)
World (population-weighted),,1906,0.19245015,0.13857049,World (population-weighted)
World (population-weighted),,1907,0.1932908,0.13965662,World (population-weighted)
World (population-weighted),,1908,0.19440523,0.14079705,World (population-weighted)
World (population-weighted),,1909,0.19668435,0.14261273,World (population-weighted)
World (population-weighted),,1910,0.19807631,0.1439084,World (population-weighted)
World (population-weighted),,1911,0.19825387,0.1444201,World (population-weighted)
World (population-weighted),,1912,0.21112387,0.15623246,World (population-weighted)
World (population-weighted),,1913,0.21697938,0.16245817,World (population-weighted)
World (population-weighted),,1914,0.21951899,0.15576373,World (population-weighted)
World (population-weighted),,1915,0.21895096,0.15436508,World (population-weighted)
World (population-weighted),,1916,0.21956119,0.15522869,World (population-weighted)
World (population-weighted),,1917,0.2213904,0.1554837,World (population-weighted)
World (population-weighted),,1918,0.23609243,0.16435754,World (population-weighted)
World (population-weighted),,1919,0.25491095,0.18507531,World (population-weighted)
World (population-weighted),,1920,0.25286934,0.20302026,World (population-weighted)
World (population-weighted),,1921,0.2620521,0.2169466,World (population-weighted)
World (population-weighted),,1922,0.26338914,0.21526124,World (population-weighted)
World (population-weighted),,1923,0.26025885,0.2150442,World (population-weighted)
World (population-weighted),,1924,0.26080066,0.21510506,World (population-weighted)
World (population-weighted),,1925,0.26064828,0.21210107,World (population-weighted)
World (population-weighted),,1926,0.26105687,0.20914401,World (population-weighted)
World (population-weighted),,1927,0.25889423,0.2038012,World (population-weighted)
World (population-weighted),,1928,0.25927693,0.20203137,World (population-weighted)
World (population-weighted),,1929,0.25987196,0.20093216,World (population-weighted)
World (population-weighted),,1930,0.2623008,0.1973874,World (population-weighted)
World (population-weighted),,1931,0.26437524,0.19718365,World (population-weighted)
World (population-weighted),,1932,0.26632202,0.20031288,World (population-weighted)
World (population-weighted),,1933,0.2548525,0.18817519,World (population-weighted)
World (population-weighted),,1934,0.24040276,0.18313053,World (population-weighted)
World (population-weighted),,1935,0.2405344,0.18988465,World (population-weighted)
World (population-weighted),,1936,0.24037397,0.18946423,World (population-weighted)
World (population-weighted),,1937,0.23909238,0.18699563,World (population-weighted)
World (population-weighted),,1938,0.24264579,0.18685198,World (population-weighted)
World (population-weighted),,1939,0.23197086,0.17478871,World (population-weighted)
World (population-weighted),,1940,0.22850126,0.16321515,World (population-weighted)
World (population-weighted),,1941,0.22606051,0.15973702,World (population-weighted)
World (population-weighted),,1942,0.22621466,0.15642287,World (population-weighted)
World (population-weighted),,1943,0.22592501,0.15534654,World (population-weighted)
World (population-weighted),,1944,0.23210311,0.15790126,World (population-weighted)
World (population-weighted),,1945,0.24697614,0.17421971,World (population-weighted)
World (population-weighted),,1946,0.30164254,0.21191673,World (population-weighted)
World (population-weighted),,1947,0.3084037,0.2434243,World (population-weighted)
World (population-weighted),,1948,0.33586156,0.24236465,World (population-weighted)
World (population-weighted),,1949,0.3557609,0.25352716,World (population-weighted)
World (population-weighted),,1950,0.39748704,0.26094455,World (population-weighted)
World (population-weighted),,1951,0.3978262,0.2707254,World (population-weighted)
World (population-weighted),,1952,0.4037963,0.31880677,World (population-weighted)
World (population-weighted),,1953,0.40633634,0.33313543,World (population-weighted)
World (population-weighted),,1954,0.4285679,0.3325987,World (population-weighted)
World (population-weighted),,1955,0.4287105,0.33493397,World (population-weighted)
World (population-weighted),,1956,0.43398115,0.34544894,World (population-weighted)
World (population-weighted),,1957,0.4322816,0.3466864,World (population-weighted)
World (population-weighted),,1958,0.44311333,0.34659493,World (population-weighted)
World (population-weighted),,1959,0.4446478,0.34541532,World (population-weighted)
World (population-weighted),,1960,0.4527231,0.34607217,World (population-weighted)
World (population-weighted),,1961,0.45534313,0.34685904,World (population-weighted)
World (population-weighted),,1962,0.45642194,0.34106562,World (population-weighted)
World (population-weighted),,1963,0.44706753,0.3426724,World (population-weighted)
World (population-weighted),,1964,0.45292664,0.33965686,World (population-weighted)
World (population-weighted),,1965,0.45747426,0.3358268,World (population-weighted)
World (population-weighted),,1966,0.4625017,0.333431,World (population-weighted)
World (population-weighted),,1967,0.46167317,0.33454305,World (population-weighted)
World (population-weighted),,1968,0.46137008,0.3326638,World (population-weighted)
World (population-weighted),,1969,0.476185,0.32988316,World (population-weighted)
World (population-weighted),,1970,0.48407707,0.3337164,World (population-weighted)
World (population-weighted),,1971,0.48579112,0.3266216,World (population-weighted)
World (population-weighted),,1972,0.4873095,0.3247466,World (population-weighted)
World (population-weighted),,1973,0.49006963,0.328568,World (population-weighted)
World (population-weighted),,1974,0.49422857,0.32443056,World (population-weighted)
World (population-weighted),,1975,0.49918148,0.29663113,World (population-weighted)
World (population-weighted),,1976,0.5014575,0.29168856,World (population-weighted)
World (population-weighted),,1977,0.5040071,0.31269428,World (population-weighted)
World (population-weighted),,1978,0.51024455,0.34099203,World (population-weighted)
World (population-weighted),,1979,0.5231719,0.35136622,World (population-weighted)
World (population-weighted),,1980,0.53149456,0.35749495,World (population-weighted)
World (population-weighted),,1981,0.53461546,0.35574934,World (population-weighted)
World (population-weighted),,1982,0.5352437,0.3531486,World (population-weighted)
World (population-weighted),,1983,0.5448838,0.35354474,World (population-weighted)
World (population-weighted),,1984,0.5490679,0.35763568,World (population-weighted)
World (population-weighted),,1985,0.55203193,0.36391988,World (population-weighted)
World (population-weighted),,1986,0.559858,0.37177816,World (population-weighted)
World (population-weighted),,1987,0.56630796,0.3813667,World (population-weighted)
World (population-weighted),,1988,0.57432723,0.3886509,World (population-weighted)
World (population-weighted),,1989,0.5740733,0.39533505,World (population-weighted)
World (population-weighted),,1990,0.586495,0.42330146,World (population-weighted)
World (population-weighted),,1991,0.5961712,0.43641958,World (population-weighted)
World (population-weighted),,1992,0.6050993,0.4507885,World (population-weighted)
World (population-weighted),,1993,0.6086639,0.45714197,World (population-weighted)
World (population-weighted),,1994,0.6258676,0.46029034,World (population-weighted)
World (population-weighted),,1995,0.6325535,0.46414873,World (population-weighted)
World (population-weighted),,1996,0.6356941,0.46728498,World (population-weighted)
World (population-weighted),,1997,0.63677233,0.47069266,World (population-weighted)
World (population-weighted),,1998,0.6471034,0.47635606,World (population-weighted)
World (population-weighted),,1999,0.65457916,0.4873066,World (population-weighted)
World (population-weighted),,2000,0.66833377,0.48800123,World (population-weighted)
World (population-weighted),,2001,0.6687094,0.48683864,World (population-weighted)
World (population-weighted),,2002,0.67174214,0.48887885,World (population-weighted)
World (population-weighted),,2003,0.67599106,0.49388131,World (population-weighted)
World (population-weighted),,2004,0.6783589,0.49365216,World (population-weighted)
World (population-weighted),,2005,0.6891308,0.4915681,World (population-weighted)
World (population-weighted),,2006,0.6879632,0.490669,World (population-weighted)
World (population-weighted),,2007,0.6928962,0.48690233,World (population-weighted)
World (population-weighted),,2008,0.69165474,0.49040473,World (population-weighted)
World (population-weighted),,2009,0.6960095,0.48870474,World (population-weighted)
World (population-weighted),,2010,0.70070595,0.48622507,World (population-weighted)
World (population-weighted),,2011,0.7029782,0.48985934,World (population-weighted)
World (population-weighted),,2012,0.70411515,0.48869064,World (population-weighted)
World (population-weighted),,2013,0.6961581,0.481908,World (population-weighted)
World (population-weighted),,2014,0.69495547,0.47045726,World (population-weighted)
World (population-weighted),,2015,0.6971264,0.45428622,World (population-weighted)
World (population-weighted),,2016,0.69560647,0.4451534,World (population-weighted)
World (population-weighted),,2017,0.6974797,0.43202916,World (population-weighted)
World (population-weighted),,2018,0.69914967,0.42999282,World (population-weighted)
World (population-weighted),,2019,0.6893196,0.41843992,World (population-weighted)
World (population-weighted),,2020,0.69224256,0.408276,World (population-weighted)
World (population-weighted),,2021,0.6885711,0.40090463,World (population-weighted)
World (population-weighted),,2022,0.68103635,0.3957169,World (population-weighted)
World (population-weighted),,2023,0.67642677,0.39166376,World (population-weighted)
World (population-weighted),,2024,0.67624587,0.39008874,World (population-weighted)
